LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,LATITUDE,LONGITUDE
0003073984-0001-0,WOOHOO SWEETERY LLC,WOOHOO! SWEETERY,1326   MAGNOLIA AVENUE,LOS ANGELES,90006-4706,1326 MAGNOLIA 90006-4706,,,,424400.0,Grocery & related products,1,08/30/2018,,"(34.0467, -118.2863)",34.0467,-118.2863
0003110398-0001-8,PETER D LEE,CALIMEX MARKET,2901   WHITTIER BLVD   SUITE #K,LOS ANGELES,90023-1533,2901 WHITTIER 90023,2901   WHITTIER BLVD   UNIT #K,LOS ANGELES,90023-1533,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,03/01/2019,,"(34.0314, -118.2082)",34.0314,-118.2082
0003080631-0001-8,T & D INCORPORATED,7 ELEVEN STORE 37317A,15445   VENTURA BLVD   SUITE #1,SHERMAN OAKS,91403-3025,15445 VENTURA 91403-3025,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,10/11/2018,,"(34.1548, -118.4702)",34.1548,-118.4702
0000901751-0001-5,SOVA KOSHER FOOD PANTRY/JEWISH FAMILY SERVICE CORP,,6027 1/2 RESEDA BLVD,TARZANA,91356-6747,6027 RESEDA 91356-6747,5700 WILSHIRE BLVD #2705,LOS ANGELES,90036-3659,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,10/28/1998,,"(34.1797, -118.536)",34.1797,-118.536
0003042547-0001-0,KEVIN MACIAS,5 HERMANOS MARKET,507 W 62ND STREET,LOS ANGELES,90044-5425,507 62ND 90044-5425,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,03/15/2018,,"(33.9833, -118.2828)",33.9833,-118.2828
0000150996-0001-0,JOHNNY YEN-LI TENG,7-ELEVEN STORE 17498C,14557 VICTORY BLVD,VAN NUYS,91411-1619,14557 VICTORY 91411-1619,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,06/06/1978,,"(34.1866, -118.4501)",34.1866,-118.4501
0002976104-0001-1,GEYLI MARISOL LOPEZ RAMIREZ,FRUTAS FRESCAS SAMANTHA,1316 W 38TH STREET,LOS ANGELES,90062-1236,1316 38TH 90062-1236,,,,445230.0,Fruit & vegetable markets,8,03/08/2017,,"(34.0171, -118.3008)",34.0171,-118.3008
0003064791-0001-4,AZUCENA GONZALEZ MORENO,LA GUADALUPANA,4715   AVALON BLVD,LOS ANGELES,90011-5405,4715 AVALON 90011-5405,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,07/16/2018,,"(34.0002, -118.2656)",34.0002,-118.2656
0003112302-0001-2,COUNTRY EGGS LLC,,333 N MISSION ROAD,LOS ANGELES,90033-2105,333 MISSION 90033,333 N MISSION ROAD,LOS ANGELES,90033-2105,424400.0,Grocery & related products,14,03/10/2019,,"(34.0522, -118.2272)",34.0522,-118.2272
0002252780-0002-0,ADOLFO MONZON,MONZON FRESH,746   MARKET COURT,LOS ANGELES,90021-1103,746 MARKET 90021-1103,7979   MODESTO DRIVE,RIVERSIDE,92503-3042,445230.0,Fruit & vegetable markets,14,05/16/2017,,"(34.0348, -118.2415)",34.0348,-118.2415
0002884598-0001-1,IDELICIA GILDO RAMOS,FRUTAS IDELICIA,1422 E 43RD STREET,LOS ANGELES,90011-3322,1422 43RD 90011-3322,1422 E 43RD STREET,LOS ANGELES,90011-3322,445230.0,Fruit & vegetable markets,9,01/15/2016,,"(34.0056, -118.2492)",34.0056,-118.2492
0000413353-0009-1,SUPER CENTER CONCEPTS INC,SUPERIOR GROCERS,3480 S LA BREA AVENUE,LOS ANGELES,90016-5258,3480 LA BREA 90016-5258,15510   CARMENITA ROAD,SANTA FE SPRINGS,90670-5610,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,11/05/2012,,"(34.024, -118.3554)",34.024,-118.3554
0000524829-0001-1,ELIAS C CAMARENA,SOUTHLAND BUILDERS,3501 FLETCHER DRIVE,LOS ANGELES,90065-2901,3501 FLETCHER 90065-2901,,,,424400.0,Grocery & related products,13,06/13/1986,,"(34.1191, -118.2385)",34.1191,-118.2385
0003080518-0001-4,CHANCE CRYSTAL WATER INC,,12411   SHELDON STREET   #5B,SUN VALLEY,91352-2423,12411 SHELDON 91352-2423,13735   VICTORY BLVD   SUITE #19,VAN NUYS,91401-6706,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,04/30/2018,,"(34.2327, -118.4034)",34.2327,-118.4034
0003028163-0001-7,BIANCA SANCHEZ,BEE'S STORE,7316 S SAN PEDRO STREET,LOS ANGELES,90003-2240,7316 SAN PEDRO 90003-2240,423 W 52ND STREET,LOS ANGELES,90037-3307,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/23/2018,,"(33.9737, -118.2695)",33.9737,-118.2695
0000650226-0001-4,AUGUSTUS CASTANIS,GUS PRODUCTS,215 W LOMITA AVENUE #9,GLENDALE,91204-1744,215 LOMITA 91204-1744,2721   OLD KINGS ROAD,CATSKILL,12414-5422,424400.0,Grocery & related products,0,05/07/2002,,"(34.1403, -118.2573)",34.1403,-118.2573
0002089667-0003-3,SABINA AGUILAR,PANADERIA Y CARNICERIA TLACOLULA | PANADERIA Y CARNICERIA TLACOLUTA,5167 VENICE BLVD,LOS ANGELES,90019-5201,5167 VENICE 90019-5201,,,,445210.0,Meat markets,10,08/01/2013,,"(34.0449, -118.3529)",34.0449,-118.3529
0003016312-0001-0,SARITA RANCH AND PROVISSIONS INC,,800   MCGARRY STREET   #212,LOS ANGELES,90021-1950,800 MCGARRY 90021-1950,,,,424400.0,Grocery & related products,14,12/01/2016,,"(34.03, -118.2394)",34.03,-118.2394
0003085564-0001-1,5003 YORK BLVD INC,SIP-SNACK,5003   YORK BLVD,LOS ANGELES,90042-1713,5003 YORK 90042,5003   YORK BLVD,LOS ANGELES,90042-1713,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,11/15/2018,,"(34.1216, -118.2068)",34.1216,-118.2068
0003043940-0001-8,DAVID & SONS INC,,339   WASHINGTON BLVD,MARINA DEL REY,90292-5152,339 WASHINGTON 90292-5152,2529   FOOTHILL BLVD   SUITE #101,LA CRESCENTA,91214-3522,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,01/03/2018,,"(33.9808, -118.4641)",33.9808,-118.4641
0002879323-0001-7,HANIBI CORPORATION,B & B MARKET,787 E 54TH STREET,LOS ANGELES,90011-4635,787 54TH 90011-4635,3850   WILSHIRE BLVD   SUITE #201,LOS ANGELES,90010-3262,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,11/01/2015,,"(33.9935, -118.261)",33.9935,-118.261
0000064833-0004-1,VAL PRO INC,VALLEY FRUIT & PRODUCE CO CONTINENTAL SALES COMPANY,1661   MCGARRY STREET,LOS ANGELES,90021-3116,1661 MCGARRY 90021-3116,POST OFFICE BOX #866004,LOS ANGELES,90086-6004,445230.0,Fruit & vegetable markets,14,01/01/2018,,"(34.0212, -118.2413)",34.0212,-118.2413
0002914045-0001-0,CHIQUIS & MOCHA CORP,MINI MARKET CHIQUIS & MOCHA,11552   VANOWEN STREET,NORTH HOLLYWOOD,91605-6229,11552 VANOWEN 91605-6229,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,06/08/2016,,"(34.1938, -118.3835)",34.1938,-118.3835
0000005812-0002-1,"SANTA ISABEL ENTERPRISES, INC.",VALLARTA SUPERMARKET #24,19725 VANOWEN STREET,WINNETKA,91306-3927,19725 VANOWEN 91306-3927,10147 SAN FERNANDO ROAD,PACOIMA,91331-2617,424400.0,Grocery & related products,3,09/01/2005,,"(34.1938, -118.5628)",34.1938,-118.5628
0000904737-0003-3,ZIXTA ENTERPRISES INC,VALLARTA SUPERMARKET #18,10161 SAN FERNANDO ROAD,PACOIMA,91331-2617,10161 SAN FERNANDO 91331-2617,10147 SAN FERNANDO ROAD,PACOIMA,91331-2617,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,10/15/2004,,"(34.255, -118.4104)",34.255,-118.4104
0000347972-0001-0,JOHAL STORES INC,7-ELEVEN STORE 20401D,6364 VINELAND AVENUE,N HOLLYWOOD,91606-3722,6364 VINELAND 91606-3722,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,02/18/1981,,"(34.1861, -118.3703)",34.1861,-118.3703
0002252805-0001-3,SIMON ABRAHAM / BINDU THOMAS,MARINA MINI MART,12740 CULVER BLVD SUITE #F,LOS ANGELES,90066-6574,12740 CULVER 90066-6574,20105   HAWTHORNE BLVD,TORRANCE,90503-1516,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,07/01/2007,,"(33.9857, -118.4251)",33.9857,-118.4251
0002343235-0001-1,ISAIAS SANCHEZ,ISAIAS SANCHEZ PRODUCE,925   HOOPER AVENUE   UNIT #4,LOS ANGELES,90021-2385,925 HOOPER 90021-2385,8006   ATLANTIC AVENUE   SPACE #B2,CUDAHY,90201-6910,445230.0,Fruit & vegetable markets,14,04/14/2008,,"(34.0292, -118.242)",34.0292,-118.242
0003106354-0001-2,ZUMA VALLEY LLC,,12410   SANTA MONICA BLVD,LOS ANGELES,90025-2522,12410 SANTA MONICA 90025-2522,,,,424400.0,Grocery & related products,11,01/01/2013,,"(34.0389, -118.4669)",34.0389,-118.4669
0003021845-0001-5,SECTOR FRESKO USA INC,SALVIANA,14500   ROSCOE BLVD   FLOOR #4TH,PANORAMA CITY,91402-4190,14500 ROSCOE 91402-4190,14500   ROSCOE BLVD   FLOOR #4TH,PANORAMA CITY,91402-4190,424400.0,Grocery & related products,6,07/01/2017,,"(34.221, -118.4494)",34.221,-118.4494
0003000866-0001-7,PAPILION INC,CAFFE CONCERTO,610 S SERRANO AVENUE,LOS ANGELES,90005-2847,610 SERRANO 90005-2847,610 S SERRANO AVENUE   BUILDING,LOS ANGELES,90005-2847,445220.0,Fish & seafood markets,10,02/01/2017,,"(34.063, -118.3062)",34.063,-118.3062
0002941293-0001-2,RADC ENTERPRISES INC,STUDIO CITY SHELL # 0405,10974   VENTURA BLVD,STUDIO CITY,91604-3340,10974 VENTURA 91604-3340,1450 N BENSON AVENUE   UNIT #A,UPLAND,91786-2127,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,10/24/2016,,"(34.14, -118.3699)",34.14,-118.3699
0003086259-0001-2,MAL LLC,,909 E 7TH STREET,LOS ANGELES,90021-1407,909 7TH 90021-1407,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,11/02/2018,,"(34.0389, -118.2438)",34.0389,-118.2438
0003090580-0001-0,NRS FAMILY CORP,,4209 W 3RD STREET,LOS ANGELES,90020-3407,4209 3RD 90020-3407,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),10,01/01/2019,,"(34.0691, -118.3057)",34.0691,-118.3057
0003063557-0001-3,BG BEV CO LLC,,17   28TH AVENUE   UNIT #307,VENICE,90291-4333,17 28TH 90291-4333,,,,424400.0,Grocery & related products,11,05/25/2018,,"(33.9811, -118.4678)",33.9811,-118.4678
0003038818-0001-5,GUILLERMO D AMIGON CRUZ,DIEGO FRUIT'S,456 E ADAMS BLVD   APARTMENT #1,LOS ANGELES,90011-1585,456 ADAMS 90011-1585,,,,445230.0,Fruit & vegetable markets,9,03/01/2018,,"(34.0223, -118.2639)",34.0223,-118.2639
0000288413-0001-9,ANTONIO MANZO/MARIA TERESA MANZO,,1018 E L STREET,WILMINGTON,90744-2707,1018 L 90744-2707,POST OFFICE BOX #2254,WILMINGTON,90748-2254,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,01/18/2002,,"(33.7873, -118.2504)",33.7873,-118.2504
0003085945-0001-1,WEST ADAMS PETROLEUM INC,7-ELEVEN STORE 39807A,1691 W ADAMS BLVD,LOS ANGELES,90007-1533,1691 ADAMS 90007-1533,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,03/07/2019,,"(34.0329, -118.2986)",34.0329,-118.2986
0002949234-0001-3,HARASTA GROUP INC,,10691 W PICO BLVD,LOS ANGELES,90064-2221,10691 PICO 90064-2221,3545   TILDEN AVENUE,LOS ANGELES,90034-6108,445100.0,Grocery stores (including supermarkets & convenience stores without gas),5,01/01/2017,,"(34.0423, -118.4247)",34.0423,-118.4247
0003065487-0001-1,MADONS CONVENIENT STORE LLC,,10723   AVALON BLVD,LOS ANGELES,90061-2521,10723 AVALON 90061-2521,642 E 107TH STREET,LOS ANGELES,90002-3443,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,07/19/2018,,"(33.9386, -118.2655)",33.9386,-118.2655
0000205659-0001-4,B/R SALES CO INC,,5776 D LINDERO CANYON ROAD #341,WESTLAKE VILLAGE,91362-4088,5776 LINDERO CANYON 91362-4088,,,,424400.0,Grocery & related products,0,07/01/1976,,"(34.1543, -118.7943)",34.1543,-118.7943
0000563465-0001-3,MALLDIV/ASSOCIATES/C,7-ELEVEN #26165C | 7-ELEVEN STORE 26165C,5583 RESEDA BLVD,TARZANA,91356-2611,5583 RESEDA 91356-2611,POST OFFICE BOX #219088,DALLAS,75221-9088,445100.0,Grocery stores (including supermarkets & convenience stores without gas),3,12/01/1986,,"(34.1719, -118.5359)",34.1719,-118.5359
0002247012-0003-4,THE SPEEDY PLUMBER INC,VAN NUYS AMSTAR,13650   VANOWEN STREET,VAN NUYS,91405-4265,13650 VANOWEN 91405-4265,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,05/21/2018,,"(34.1936, -118.4309)",34.1936,-118.4309
0003119066-0001-9,MARIA G LUNA,J & M DISCOUNT,2631 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3005,2631 CESAR E CHAVEZ 90033-3005,354 N CHICAGO STREET   #3,LOS ANGELES,90033-1850,445210.0,Meat markets,14,02/01/2019,,"(34.0455, -118.2045)",34.0455,-118.2045
0002963215-0001-0,HEPITO HEROES PEREZ,A & G MEAT & PRODUCE,1890 W ADAMS BLVD,LOS ANGELES,90018-2712,1890 ADAMS 90018-2712,4644 W 104TH STREET,INGLEWOOD,90304-1803,424400.0,Grocery & related products,8,01/12/2017,,"(34.0324, -118.3059)",34.0324,-118.3059
0000978483-0001-6,RAVINDER K CHEEMA,SURAV FOOD SAFETY/COMPLIANCE,1000 E WASHINGTON BLVD UNIT #118,LOS ANGELES,90021-3070,1000 WASHINGTON 90021-3070,,,,424400.0,Grocery & related products,9,10/14/1999,,"(34.0258, -118.2535)",34.0258,-118.2535
0003073340-0001-8,EVALIA REYES,REYES HARDWARE,11227 S CENTRAL AVENUE,LOS ANGELES,90059-1639,11227 CENTRAL 90059-1639,822 E 106TH STREET,LOS ANGELES,90002-3439,445100.0,Grocery stores (including supermarkets & convenience stores without gas),15,08/31/2018,,"(33.932, -118.2546)",33.932,-118.2546
0002455864-0001-3,JAVA HOLDINGS INC,,16000   VENTURA BLVD   SUITE #1201,ENCINO,91436-2730,16000 VENTURA 91436-2730,16060 VENTURA BLVD SUITE #105-215,ENCINO,91436-2761,424400.0,Grocery & related products,5,02/25/2008,,"(34.1556, -118.4818)",34.1556,-118.4818
0003062285-0001-3,FATHIA ALY,FATHIA MART,5400 S MAIN STREET,LOS ANGELES,90037-4136,5400 MAIN 90037-4136,725 W 51ST STREET,LOS ANGELES,90037-3305,424400.0,Grocery & related products,9,06/26/2018,,"(33.9932, -118.2736)",33.9932,-118.2736
0000621553-0001-4,ROSA M BALLEN,SOTO'S KIDS NUTRITION,1260 S SOTO STREET #2,LOS ANGELES,90023-2682,1260 SOTO 90023-2682,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),14,01/21/2002,,"(34.0272, -118.2195)",34.0272,-118.2195
0000959111-0001-1,RESTAURANT DEPOT LLC,,5333 W JEFFERSON BLVD,LOS ANGELES,90016-3713,5333 JEFFERSON 90016-3713,1524 132ND STREET,COLLEGE POINT,11356-2440,424400.0,Grocery & related products,10,06/08/1999,,"(34.0256, -118.362)",34.0256,-118.362
0002994758-0001-5,ANITA SHALUKHINA,A&A,10993   BLUFFSIDE DRIVE   APARTMENT #2407,STUDIO CITY,91604-4453,10993 BLUFFSIDE 91604-4453,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),2,07/05/2017,,"(34.142, -118.37)",34.142,-118.37
0003014377-0001-0,CHRISTINA ROSS,LOVE-FED,530   WESTMINSTER AVENUE,VENICE,90291-3330,530 WESTMINSTER 90291,530   WESTMINSTER AVENUE,VENICE,90291-3330,424400.0,Grocery & related products,11,10/27/2017,,"(33.9931, -118.4686)",33.9931,-118.4686
0003020019-0001-0,S M SOHRAWARDY,SAN PEDRO AS MARKET,2610 S SAN PEDRO STREET,LOS ANGELES,90011-1522,2610 SAN PEDRO 90011-1522,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,01/01/2018,,"(34.0211, -118.2615)",34.0211,-118.2615
0003043091-0001-7,JUAN VILLANUEVA FELIPE,,457 E 49TH STREET,LOS ANGELES,90011-3933,457 49TH 90011-3933,,,,445230.0,Fruit & vegetable markets,9,01/10/2018,,"(33.9991, -118.2676)",33.9991,-118.2676
0002132554-0002-2,OFELIA ZAPATA,JAYLO MINI MARKET & DELI,5520   AVALON BLVD,LOS ANGELES,90011-5116,5520 AVALON 90011-5116,,,,445210.0,Meat markets,9,02/01/2018,,"(33.9918, -118.2651)",33.9918,-118.2651
0003069874-0001-5,"MALIBU COUNTRY MARKET, LLC",VINTAGE GROCERS,15285 W SUNSET BLVD,PACIFIC PALISADES,90272-3612,15285 SUNSET 90272,140   PROMENADE WAY,WESTLAKE VILLAGE,91362-3828,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,09/22/2018,,"(34.0469, -118.5248)",34.0469,-118.5248
0002863468-0001-2,ELIAELIA CORPORATION,B & B MARKET,787 E 54TH STREET,LOS ANGELES,90011-4635,787 54TH 90011-4635,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,11/15/2015,,"(33.9935, -118.261)",33.9935,-118.261
0002931149-0001-7,JONATHON LOPEZ,J'S MART CAFE,934 S LOS ANGELES STREET   #1,LOS ANGELES,90015-1774,934 LOS ANGELES 90015-1774,934 S LOS ANGELES STREET   UNIT #1,LOS ANGELES,90015-1774,445210.0,Meat markets,14,08/01/2016,,"(34.0397, -118.2547)",34.0397,-118.2547
0002599114-0002-6,PATRICIA C DUBON,MI TIERRA CAFE #2,117 E 29TH STREET,LOS ANGELES,90011-1929,117 29TH 90011-1929,,,,424400.0,Grocery & related products,9,01/03/2014,,"(34.0223, -118.2698)",34.0223,-118.2698
0002807637-0001-4,JOE SUPERMARKET INC,JOE SUPERMARKET,12131   WASHINGTON PLACE   #E-F,LOS ANGELES,90066-5272,12131 WASHINGTON 90066-5272,721 N MARTEL AVENUE,LOS ANGELES,90046-7506,445100.0,Grocery stores (including supermarkets & convenience stores without gas),11,02/19/2015,,"(34.001, -118.4278)",34.001,-118.4278
0002545282-0003-8,MOON JUICE VENTURES,,3771 LAS FLORES COURT,LOS ANGELES,90034-6209,3771 LAS FLORES 90034-6209,3535   HAYDEN AVENUE   SUITE #150,CULVER CITY,90232-2465,445230.0,Fruit & vegetable markets,5,03/29/2013,,"(34.0186, -118.4077)",34.0186,-118.4077
0002318044-0001-1,GRACH GRIGORYAN,HRAZDAN MARKET,7518  1/2   FOOTHILL BLVD,TUJUNGA,91042-2117,7518 FOOTHILL 91042-2117,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),7,02/19/2008,,"(34.2531, -118.2965)",34.2531,-118.2965
0000368671-0001-1,"RIZO LOPEZ FOODS, INC.",DON FRANCISCO CHEESE,14720 S SAN PEDRO STREET,GARDENA,90248-2001,14720 SAN PEDRO 90248-2001,POST OFFICE BOX #1689,EMPIRE,95319-1689,424400.0,Grocery & related products,0,07/11/1996,,"(33.8986, -118.2682)",33.8986,-118.2682
0003040522-0001-5,OLISEA LLC,,4045   VINELAND AVENUE   APARTMENT #439,STUDIO CITY,91604-4480,4045 VINELAND 91604-4480,4045   VINELAND AVENUE   UNIT #439,STUDIO CITY,91604-4480,424400.0,Grocery & related products,2,03/16/2017,,"(34.1419, -118.3707)",34.1419,-118.3707
0003023321-0001-3,K S MULTANI INC,VENA MARKET,8905   VENICE BLVD   SUITE #108,LOS ANGELES,90034-3340,8905 VENICE 90034-3340,,,,424400.0,Grocery & related products,5,01/01/2018,,"(34.0295, -118.3891)",34.0295,-118.3891
0003024420-0001-4,"WWF CREAMERY, LLC",,16760   STAGG STREET,VAN NUYS,91406-1642,16760 STAGG 91406,501   LIBRARY STREET,SAN FERNANDO,91340-2523,424400.0,Grocery & related products,6,01/01/2018,,"(34.2124, -118.4988)",34.2124,-118.4988
0003031106-0001-4,JOHNNY C CAGE III,FIRST ONE,729 W 74TH STREET,LOS ANGELES,90044-6165,729 74TH 90044-6165,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,01/01/2019,,"(33.9728, -118.2862)",33.9728,-118.2862
0003057178-0001-5,JACKSON K. EHAD CORPORATION,HANK'S MINI MARKET,3301 W FLORENCE AVENUE,LOS ANGELES,90043-4705,3301 FLORENCE 90043-4705,3301 W FLORENCE AVENUE,LOS ANGELES,90043-4705,445100.0,Grocery stores (including supermarkets & convenience stores without gas),8,07/01/2018,,"(33.9749, -118.3296)",33.9749,-118.3296
0003053999-0001-3,LA ROAST LLC,,1100 N MAIN STREET,LOS ANGELES,90012-1832,1100 MAIN 90012-1832,1100 N MAIN STREET,LOS ANGELES,90012-1832,424400.0,Grocery & related products,1,05/01/2018,,"(34.0631, -118.2324)",34.0631,-118.2324
0003080639-0001-4,CANDY CLUB LLC,,12950   CULVER BLVD   SUITE #150,LOS ANGELES,90066-6783,12950 CULVER 90066-6783,12950   CULVER BLVD   SUITE #150,LOS ANGELES,90066-6783,424400.0,Grocery & related products,11,03/19/2014,,"(33.9822, -118.4274)",33.9822,-118.4274
0003114115-0001-8,AURA LETICIA MEDINA,,15319 S WHITE AVENUE,COMPTON,90221-3672,15319 WHITE 90221-3672,,,,424400.0,Grocery & related products,0,03/18/2019,,"(33.8937, -118.1959)",33.8937,-118.1959
0000041806-0001-4,ORR-HOLLANDER INC,SALADS GALORE,5329 CRANER AVENUE,NORTH HOLLYWOOD,91601-3313,5329 CRANER 91601-3313,,,,445230.0,Fruit & vegetable markets,2,01/04/1993,,"(34.1677, -118.3691)",34.1677,-118.3691
0003123489-0001-5,COURTNEY RAWLS,"WUM, MY THREE MOMS",520 N CROFT AVENUE   APARTMENT #314,WEST HOLLYWOOD,90048-2580,520 CROFT 90048,520 N CROFT AVENUE   APARTMENT #314,WEST HOLLYWOOD,90048-2580,424400.0,Grocery & related products,0,08/27/2018,,"(34.0807, -118.3739)",34.0807,-118.3739
0002659232-0001-4,MUSTAFA MURAT DOS,DOS ROTI,849 N ATLANTIC BLVD UNIT #B,ALHAMBRA,91801-1372,849 ATLANTIC 91801-1372,14658   RINCON ROAD,APPLE VALLEY,92307-5239,424400.0,Grocery & related products,0,02/06/2013,,"(34.102, -118.1346)",34.102,-118.1346
0000369354-0001-0,BHUPINDER LUBANA,MEAT MARKET,7548 WOODLEY AVENUE,VAN NUYS,91406-2928,7548 WOODLEY 91406-2928,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),6,01/01/1997,,"(34.2077, -118.4836)",34.2077,-118.4836
0002818778-0001-5,MAIKA FOODS LLC,MAIKA FOODS,2684   LACY STREET   SUITE #303,LOS ANGELES,90031-1977,2684 LACY 90031-1977,2402 N ROCKY HILL LANE,LIBERTY LAKE,99019-4911,424400.0,Grocery & related products,1,06/01/2015,,"(34.0832, -118.218)",34.0832,-118.218
0000210285-0016-2,MRS GOOCHS NATURAL FOOD MARKETS INC,WHOLE FOODS MARKET,20209   RINALDI STREET,PORTER RANCH,91326-4939,20209 RINALDI 91326-4939,POST OFFICE BOX #684786,AUSTIN,78768-4786,445100.0,Grocery stores (including supermarkets & convenience stores without gas),12,04/04/2019,,"(34.2754, -118.5505)",34.2754,-118.5505
0003100230-0001-5,JOSE HUMBERTO ROBLES,CRYSTAL WATER & ICE,8319 S MAIN STREET   SUITE #106,LOS ANGELES,90003-2917,8319 MAIN 90003-2917,,,,445100.0,Grocery stores (including supermarkets & convenience stores without gas),9,02/01/2012,,"(33.9635, -118.2743)",33.9635,-118.2743
0003069386-0001-7,BHAN KANOM THAI INC.,BHAN KANOM THAI,5271   HOLLYWOOD BLVD,LOS ANGELES,90027-4912,5271 HOLLYWOOD 90027-4912,5271   HOLLYWOOD BLVD,LOS ANGELES,90027-4912,445100.0,Grocery stores (including supermarkets & convenience stores without gas),13,08/01/2018,,"(34.1021, -118.3057)",34.1021,-118.3057
0002638987-0001-2,AMERISAL FOODS LLC,,16152   COVELLO STREET,VAN NUYS,91406-2910,16152 COVELLO 91406-2910,,,,424400.0,Grocery & related products,6,10/03/2012,,"(34.2073, -118.4855)",34.2073,-118.4855
0002559311-0001-5,GUADALUPE HERNANDEZ,MANGUITOS,15111   ARCHWOOD STREET   #107,VAN NUYS,91405-4518,15111 ARCHWOOD 91405-4518,15111 ARCHWOOD STREET APARTMENT #107,VAN NUYS,91405-4518,445230.0,Fruit & vegetable markets,6,05/09/2011,,"(34.1934, -118.4622)",34.1934,-118.4622
0003035330-0001-3,LA FRESH POULTRY INC,,121 N VIRGIL AVENUE,LOS ANGELES,90004-4811,121 VIRGIL 90004-4811,,,,424400.0,Grocery & related products,13,12/29/2016,,"(34.0742, -118.2871)",34.0742,-118.2871
